"Notes"	"State"	"State Code"	"Disease"	"Disease Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Count	Population	Rate
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"2003"	"2003"	31	2255448	1.37
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"2004"	"2004"	28	2279905	1.23
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"2005"	"2005"	17	2309571	0.74
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"2006"	"2006"	25	2360373	1.06
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"2007"	"2007"	17	2410933	0.71
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"2008"	"2008"	24	2448415	0.98
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"2009"	"2009"	27	2493663	1.08
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"2010"	"2010"	10	2508534	0.40
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"2011"	"2011"	11	2549601	0.43
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"2012"	"2012"	15	2583877	0.58
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"2013"	"2013"	15	2621921	0.57
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1984"	"1984"	42	1571574	2.67
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1985"	"1985"	60	1590527	3.77
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1986"	"1986"	69	1604372	4.30
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1987"	"1987"	100	1615488	6.19
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1988"	"1988"	128	1615949	7.92
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1989"	"1989"	74	1622215	4.56
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1990"	"1990"	68	1638937	4.15
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1991"	"1991"	71	1681205	4.22
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1992"	"1992"	59	1739061	3.39
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1993"	"1993"	71	1800254	3.94
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1994"	"1994"	71	1857573	3.82
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1995"	"1995"	91	1911737	4.76
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1996"	"1996"	67	1960500	3.42
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1997"	"1997"	70	2012788	3.48
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1998"	"1998"	58	2065913	2.81
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1999"	"1999"	48	2124660	2.26
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2000"	"2000"	33	2179232	1.51
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2001"	"2001"	56	2231360	2.51
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2002"	"2002"	48	2270151	2.11
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2003"	"2003"	51	2295240	2.22
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2004"	"2004"	62	2321498	2.67
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2005"	"2005"	53	2355606	2.25
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2006"	"2006"	48	2393004	2.01
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2007"	"2007"	46	2450582	1.88
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2008"	"2008"	109	2491041	4.38
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2009"	"2009"	74	2531085	2.92
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2010"	"2010"	65	2520662	2.58
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2011"	"2011"	69	2567195	2.69
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2012"	"2012"	86	2603705	3.30
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2013"	"2013"	102	2646446	3.85
	"Colorado"	"08"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2014"	"2014"	5	2646446	0.19
	"Colorado"	"08"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"1984"	"1984"	1	54364	1.84
	"Colorado"	"08"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"1986"	"1986"	1	55151	1.81
	"Colorado"	"08"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"1990"	"1990"	1	53525	1.87
	"Colorado"	"08"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"1992"	"1992"	1	54535	1.83
	"Colorado"	"08"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"1993"	"1993"	8	54022	14.81
	"Colorado"	"08"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"1994"	"1994"	4	54071	7.40
	"Colorado"	"08"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"1995"	"1995"	1	54332	1.84
	"Colorado"	"08"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"1996"	"1996"	3	55807	5.38
	"Colorado"	"08"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"1998"	"1998"	2	59577	3.36
	"Colorado"	"08"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"1999"	"1999"	1	62167	1.61
	"Colorado"	"08"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"2001"	"2001"	1	67007	1.49
	"Colorado"	"08"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"2002"	"2002"	2	68418	2.92
	"Colorado"	"08"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"2003"	"2003"	3	69339	4.33
	"Colorado"	"08"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"2004"	"2004"	2	68503	2.92
	"Colorado"	"08"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"2005"	"2005"	1	68944	1.45
	"Colorado"	"08"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"2006"	"2006"	2	70754	2.83
	"Colorado"	"08"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"2007"	"2007"	2	70809	2.82
	"Connecticut"	"09"	"Chancroid"	"273"	"Female"	"F"	"1986"	"1986"	1	1665090	0.06
	"Connecticut"	"09"	"Chancroid"	"273"	"Female"	"F"	"1991"	"1991"	2	1702975	0.12
	"Connecticut"	"09"	"Chancroid"	"273"	"Female"	"F"	"1998"	"1998"	1	1737186	0.06
	"Connecticut"	"09"	"Chancroid"	"273"	"Male"	"M"	"1984"	"1984"	1	1536101	0.07
	"Connecticut"	"09"	"Chancroid"	"273"	"Male"	"M"	"1986"	"1986"	2	1559039	0.13
	"Connecticut"	"09"	"Chancroid"	"273"	"Male"	"M"	"1988"	"1988"	4	1584064	0.25
	"Connecticut"	"09"	"Chancroid"	"273"	"Male"	"M"	"1989"	"1989"	1	1590303	0.06
	"Connecticut"	"09"	"Chancroid"	"273"	"Male"	"M"	"1990"	"1990"	1	1595130	0.06
	"Connecticut"	"09"	"Chancroid"	"273"	"Male"	"M"	"1991"	"1991"	1	1599920	0.06
	"Connecticut"	"09"	"Chancroid"	"273"	"Male"	"M"	"1998"	"1998"	1	1628166	0.06
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"1987"	"1987"	67	1676454	4.00
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"1988"	"1988"	174	1688368	10.31
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"1989"	"1989"	98	1693124	5.79
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"1990"	"1990"	2846	1696837	167.72
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"1991"	"1991"	6962	1702975	408.81
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"1992"	"1992"	7757	1702805	455.54
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"1993"	"1993"	6783	1707354	397.28
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"1994"	"1994"	6288	1711125	367.48
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"1995"	"1995"	5624	1715233	327.88
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"1996"	"1996"	5321	1721785	309.04
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"1997"	"1997"	5282	1728219	305.63
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"1998"	"1998"	5828	1737186	335.49
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"1999"	"1999"	6053	1747148	346.45
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"2000"	"2000"	6238	1758854	354.66
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"2001"	"2001"	6260	1769452	353.78
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"2002"	"2002"	7738	1781277	434.41
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"2003"	"2003"	7309	1792170	407.83
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"2004"	"2004"	7383	1803418	409.39
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"2005"	"2005"	8383	1805266	464.36
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"2006"	"2006"	8205	1798621	456.18
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"2007"	"2007"	8577	1795322	477.74
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"2008"	"2008"	9239	1793842	515.04
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"2009"	"2009"	8937	1800652	496.32
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"2010"	"2010"	9223	1834483	502.76
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"2011"	"2011"	9824	1835893	535.11
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"2012"	"2012"	9464	1840431	514.23
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"2013"	"2013"	9210	1841929	500.02
	"Connecticut"	"09"	"Chlamydia"	"274"	"Female"	"F"	"2014"	"2014"	9512	1841929	516.41
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"1987"	"1987"	87	1571270	5.54
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"1988"	"1988"	443	1584064	27.97
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"1989"	"1989"	154	1590303	9.68
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"1990"	"1990"	435	1595130	27.27
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"1991"	"1991"	878	1599920	54.88
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"1992"	"1992"	942	1597907	58.95
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"1993"	"1993"	827	1601821	51.63
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"1994"	"1994"	858	1604996	53.46
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"1995"	"1995"	816	1608911	50.72
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"1996"	"1996"	948	1614900	58.70
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"1997"	"1997"	1095	1621129	67.55
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"1998"	"1998"	1149	1628166	70.57
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"1999"	"1999"	1369	1639253	83.51
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"2000"	"2000"	1366	1653102	82.63
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"2001"	"2001"	1445	1665150	86.78
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"2002"	"2002"	2070	1679226	123.27
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"2003"	"2003"	2084	1691205	123.23
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"2004"	"2004"	2168	1700186	127.52
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"2005"	"2005"	2656	1705031	155.77
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"2006"	"2006"	2741	1706188	160.65
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"2007"	"2007"	2877	1706987	168.54
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"2008"	"2008"	3264	1707410	191.17
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"2009"	"2009"	3190	1717636	185.72
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"2010"	"2010"	3426	1739614	196.94
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"2011"	"2011"	3825	1744816	219.22
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"2012"	"2012"	3524	1749916	201.38
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"2013"	"2013"	3481	1754151	198.44
	"Connecticut"	"09"	"Chlamydia"	"274"	"Male"	"M"	"2014"	"2014"	3757	1754151	214.18
	"Connecticut"	"09"	"Chlamydia"	"274"	"Unknown"	"U"	"2001"	"2001"	13	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Chlamydia"	"274"	"Unknown"	"U"	"2004"	"2004"	1	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Chlamydia"	"274"	"Unknown"	"U"	"2008"	"2008"	16	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Chlamydia"	"274"	"Unknown"	"U"	"2012"	"2012"	77	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Chlamydia"	"274"	"Unknown"	"U"	"2013"	"2013"	84	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Chlamydia"	"274"	"Unknown"	"U"	"2014"	"2014"	113	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"1984"	"1984"	4168	1644204	253.50
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"1985"	"1985"	3681	1654544	222.48
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"1986"	"1986"	4564	1665090	274.10
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"1987"	"1987"	4657	1676454	277.79
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"1988"	"1988"	4744	1688368	280.98
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"1989"	"1989"	4469	1693124	263.95
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"1990"	"1990"	3675	1696837	216.58
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"1991"	"1991"	2925	1702975	171.76
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"1992"	"1992"	2841	1702805	166.84
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"1993"	"1993"	2335	1707354	136.76
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"1994"	"1994"	2439	1711125	142.54
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"1995"	"1995"	2075	1715233	120.97
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"1996"	"1996"	1815	1721785	105.41
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"1997"	"1997"	1642	1728219	95.01
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"1998"	"1998"	1714	1737186	98.67
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"1999"	"1999"	1796	1747148	102.80
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"2000"	"2000"	1621	1758854	92.16
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"2001"	"2001"	1411	1769452	79.74
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"2002"	"2002"	1910	1781277	107.23
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"2003"	"2003"	1910	1792170	106.58
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"2004"	"2004"	1756	1803418	97.37
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"2005"	"2005"	1590	1805266	88.08
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"2006"	"2006"	1478	1798621	82.17
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"2007"	"2007"	1372	1795322	76.42
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"2008"	"2008"	1686	1793842	93.99
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"2009"	"2009"	1491	1800652	82.80
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"2010"	"2010"	1449	1834483	78.99
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"2011"	"2011"	1378	1835893	75.06
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"2012"	"2012"	1153	1840431	62.65
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"2013"	"2013"	1419	1841929	77.04
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Female"	"F"	"2014"	"2014"	1108	1841929	60.15
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"1984"	"1984"	4999	1536101	325.43
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"1985"	"1985"	4453	1547338	287.79
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"1986"	"1986"	5423	1559039	347.84
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"1987"	"1987"	5903	1571270	375.68
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"1988"	"1988"	6260	1584064	395.19
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"1989"	"1989"	5840	1590303	367.23
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"1990"	"1990"	4586	1595130	287.50
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"1991"	"1991"	3682	1599920	230.14
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"1992"	"1992"	2828	1597907	176.98
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"1993"	"1993"	2323	1601821	145.02
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"1994"	"1994"	2328	1604996	145.05
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"1995"	"1995"	1980	1608911	123.06
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"1996"	"1996"	1573	1614900	97.41
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"1997"	"1997"	1512	1621129	93.27
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"1998"	"1998"	1463	1628166	89.86
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"1999"	"1999"	1525	1639253	93.03
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"2000"	"2000"	1291	1653102	78.10
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"2001"	"2001"	1132	1665150	67.98
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"2002"	"2002"	1331	1679226	79.26
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"2003"	"2003"	1204	1691205	71.19
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"2004"	"2004"	1106	1700186	65.05
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"2005"	"2005"	1160	1705031	68.03
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"2006"	"2006"	1132	1706188	66.35
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"2007"	"2007"	955	1706987	55.95
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"2008"	"2008"	1113	1707410	65.19
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"2009"	"2009"	1067	1717636	62.12
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"2010"	"2010"	1120	1739614	64.38
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"2011"	"2011"	1071	1744816	61.38
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"2012"	"2012"	978	1749916	55.89
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"2013"	"2013"	1440	1754151	82.09
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Male"	"M"	"2014"	"2014"	1219	1754151	69.49
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Unknown"	"U"	"2001"	"2001"	3	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Unknown"	"U"	"2008"	"2008"	2	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Unknown"	"U"	"2012"	"2012"	2	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Unknown"	"U"	"2013"	"2013"	1	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Gonorrhea"	"280"	"Unknown"	"U"	"2014"	"2014"	6	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"1984"	"1984"	172	1644204	10.46
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"1985"	"1985"	201	1654544	12.15
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"1986"	"1986"	220	1665090	13.21
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"1987"	"1987"	306	1676454	18.25
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"1988"	"1988"	549	1688368	32.52
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"1989"	"1989"	1016	1693124	60.01
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"1990"	"1990"	906	1696837	53.39
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"1991"	"1991"	633	1702975	37.17
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"1992"	"1992"	419	1702805	24.61
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"1993"	"1993"	282	1707354	16.52
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"1994"	"1994"	171	1711125	9.99
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"1995"	"1995"	134	1715233	7.81
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"1996"	"1996"	163	1721785	9.47
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"1997"	"1997"	170	1728219	9.84
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"1998"	"1998"	103	1737186	5.93
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"1999"	"1999"	49	1747148	2.80
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"2000"	"2000"	69	1758854	3.92
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"2001"	"2001"	67	1769452	3.79
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"2002"	"2002"	78	1781277	4.38
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"2003"	"2003"	59	1792170	3.29
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"2004"	"2004"	42	1803418	2.33
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"2005"	"2005"	33	1805266	1.83
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"2006"	"2006"	36	1798621	2.00
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"2007"	"2007"	31	1795322	1.73
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"2008"	"2008"	52	1793842	2.90
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"2009"	"2009"	32	1800652	1.78
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"2010"	"2010"	45	1834483	2.45
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"2011"	"2011"	32	1835893	1.74
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"2012"	"2012"	28	1840431	1.52
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"2013"	"2013"	24	1841929	1.30
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Female"	"F"	"2014"	"2014"	25	1841929	1.36
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Male"	"M"	"1984"	"1984"	321	1536101	20.90
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Male"	"M"	"1985"	"1985"	317	1547338	20.49
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Male"	"M"	"1986"	"1986"	291	1559039	18.67
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Male"	"M"	"1987"	"1987"	452	1571270	28.77
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Male"	"M"	"1988"	"1988"	694	1584064	43.81
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Male"	"M"	"1989"	"1989"	1030	1590303	64.77
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Male"	"M"	"1990"	"1990"	953	1595130	59.74
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Male"	"M"	"1991"	"1991"	712	1599920	44.50
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Male"	"M"	"1992"	"1992"	424	1597907	26.53
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Male"	"M"	"1993"	"1993"	280	1601821	17.48
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Male"	"M"	"1994"	"1994"	166	1604996	10.34
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Male"	"M"	"1995"	"1995"	136	1608911	8.45
	"Connecticut"	"09"	"Total Syphilis"	"320"	"Male"	"M"	"1996"	"1996"	171	1614900	10.59
